name,manaCost,cmc,colors,colorIdentity,type,types,subtypes,rarity,set,setName,text,artist,number,power,toughness,layout,multiverseid,imageUrl,printings,originalText,originalType,id
Vendilion Clique,{1}{U}{U},3,Blue,U,Legendary Creature — Faerie Wizard,Creature,Faerie,Special,pJGP,Judge Gift Program,"Flash
Flying
When Vendilion Clique enters the battlefield, look at target player's hand. You may choose a nonland card from it. If you do, that player reveals the chosen card, puts it on the bottom of his or her library, then draws a card.",Jesper Ejsing,58,3,1,normal,,,pJGP,,,7a0541965115edce6a86c979d7e9e8a617c402a1
Bitterblossom,{1}{B},2,Black,B,Tribal Enchantment — Faerie,Tribal,Faerie,Special,pJGP,Judge Gift Program,"At the beginning of your upkeep, you lose 1 life and create a 1/1 black Faerie Rogue creature token with flying.",Nils Hamm,59,,,normal,,,pJGP,,,8f86de7bbaf08dea947223f41fc4eed6ba452f04
Mana Crypt,{0},0,,,Artifact,Artifact,,Special,pJGP,Judge Gift Program,"At the beginning of your upkeep, flip a coin. If you lose the flip, Mana Crypt deals 3 damage to you.
{T}: Add {C}{C} to your mana pool.",Matt Stewart,60,,,normal,,,pMEI,,,25db9386c45076ee752ef16c0424a80ed85aedbb
Dark Confidant,{1}{B},2,Black,B,Creature — Human Wizard,Creature,Human,Special,pJGP,Judge Gift Program,"At the beginning of your upkeep, reveal the top card of your library and put that card into your hand. You lose life equal to its converted mana cost.",Ron Spears,61,2,1,normal,,,pJGP,,,9ad638b8f2f43656f0fce1539ce7593388e8a6f9
Doubling Season,{4}{G},5,Green,G,Enchantment,Enchantment,,Special,pJGP,Judge Gift Program,"If an effect would create one or more tokens under your control, it creates twice that many of those tokens instead.
If an effect would put one or more counters on a permanent you control, it puts twice that many of those counters on that permanent instead.",Chuck Lukacs,62,,,normal,,,pJGP,,,a650c40e7d44b9139f497349ae4197f95ec186e0
Goblin Welder,{R},1,Red,R,Creature — Goblin Artificer,Creature,Goblin,Special,pJGP,Judge Gift Program,"{T}: Choose target artifact a player controls and target artifact card in that player's graveyard. If both targets are still legal as this ability resolves, that player simultaneously sacrifices the artifact and returns the artifact card to the battlefield.",Scott M. Fischer,63,1,1,normal,,,pJGP,,,143d0e9749461c7ba172689deb6e3a6590eedef7
"Xiahou Dun, the One-Eyed",{2}{B}{B},4,Black,B,Legendary Creature — Human Soldier,Creature,Human,Special,pJGP,Judge Gift Program,"Horsemanship (This creature can't be blocked except by creatures with horsemanship.)
Sacrifice Xiahou Dun, the One-Eyed: Return target black card from your graveyard to your hand. Activate this ability only during your turn, before attackers are declared.",Junko Taguchi,64,3,2,normal,,,pJGP,,,bc5d6614588e2c6b6b79269208baff4470a4b72b
Flusterstorm,{U},1,Blue,U,Instant,Instant,,Special,pJGP,Judge Gift Program,"Counter target instant or sorcery spell unless its controller pays {1}.
Storm (When you cast this spell, copy it for each spell cast before it this turn. You may choose new targets for the copies.)",Erica Yang,65,,,normal,,,pJGP,,,b1143c30851691e6cad0bcdcc77f1bdef69f10e0
Noble Hierarch,{G},1,Green,G,Creature — Human Druid,Creature,Human,Special,pJGP,Judge Gift Program,"Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)
{T}: Add {G}, {W}, or {U} to your mana pool.",Mark Zug,66,0,1,normal,,,pJGP,,,d556ae15437ee6877f91844c5fd413b63e2eb9ba
Karmic Guide,{3}{W}{W},5,White,W,Creature — Angel Spirit,Creature,Angel,Special,pJGP,Judge Gift Program,"Flying, protection from black
Echo {3}{W}{W} (At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)
When Karmic Guide enters the battlefield, return target creature card from your graveyard to the battlefield.",Allen Williams,67,2,2,normal,,,pJGP,,,e08ebe6d4fe932ace720fe8c9aea4e25b611c70b
Sneak Attack,{3}{R},4,Red,R,Enchantment,Enchantment,,Special,pJGP,Judge Gift Program,{R}: You may put a creature card from your hand onto the battlefield. That creature gains haste. Sacrifice the creature at the beginning of the next end step.,Tyler Jacobson,68,,,normal,,,pJGP,,,9fb12f3de68e04dc51ace3f55674b7cc0378eb51
Karakas,,0,,W,Legendary Land,Land,,Special,pJGP,Judge Gift Program,"{T}: Add {W} to your mana pool.
{T}: Return target legendary creature to its owner's hand.",Drew Baker,69,,,normal,,,LEG,,,e0234f2782f0d6d3eef6403f36de9b5ef7885679
Sword of Light and Shadow,{3},3,,,Artifact — Equipment,Artifact,Equipment,Special,pJGP,Judge Gift Program,"Equipped creature gets +2/+2 and has protection from white and from black.
Whenever equipped creature deals combat damage to a player, you gain 3 life and you may return up to one target creature card from your graveyard to your hand.
Equip {2}",Mark Zug,70,,,normal,,,pJGP,,,ef0c795824966783d95cdc316afb316370d85210
Command Tower,,0,,,Land,Land,,Special,pJGP,Judge Gift Program,{T}: Add to your mana pool one mana of any color in your commander's color identity.,Ryan Yee,71,,,normal,,,pJGP,,,ca7f0fa8d45bade41223e8f8d978f0a23c3ee229
Swords to Plowshares,{W},1,White,W,Instant,Instant,,Special,pJGP,Judge Gift Program,Exile target creature. Its controller gains life equal to its power.,Sam Wolfe Connelly,72,,,normal,,,LEA,,,4e6bbcc18411eb7d2230d30911f0ddf0621410f6
Bribery,{3}{U}{U},5,Blue,U,Sorcery,Sorcery,,Special,pJGP,Judge Gift Program,Search target opponent's library for a creature card and put that card onto the battlefield under your control. Then that player shuffles his or her library.,Cynthia Sheppard,73,,,normal,,,pJGP,,,a97fbab6a11816df039a2aa20e6c0289c5c15c9b
Imperial Recruiter,{2}{R},3,Red,R,Creature — Human Advisor,Creature,Human,Special,pJGP,Judge Gift Program,"When Imperial Recruiter enters the battlefield, search your library for a creature card with power 2 or less, reveal it, and put it into your hand. Then shuffle your library.",Mitsuaki Sagiri,74,1,1,normal,,,pJGP,,,7c694835f928b15638f62808e18da30d63857b47
Crucible of Worlds,{3},3,,,Artifact,Artifact,,Special,pJGP,Judge Gift Program,You may play land cards from your graveyard.,Ron Spencer,75,,,normal,,,pJGP,,,9cd7dea0e42258230a02e07e38768386259418dd
Overwhelming Forces,{6}{B}{B},8,Black,B,Sorcery,Sorcery,,Special,pJGP,Judge Gift Program,Destroy all creatures target opponent controls. Draw a card for each creature destroyed this way.,Gao Yan,76,,,normal,,,pJGP,,,bf5daca6535626ad231896a51f0e07fbf548978a
Show and Tell,{2}{U},3,Blue,U,Sorcery,Sorcery,,Special,pJGP,Judge Gift Program,"Each player may put an artifact, creature, enchantment, or land card from his or her hand onto the battlefield.",Zack Stella,77,,,normal,,,pJGP,,,8a9cde82135a4d42a8fe93ca0bb19af80e269b2a
Vindicate,{1}{W}{B},3,White,W,Sorcery,Sorcery,,Special,pJGP,Judge Gift Program,Destroy target permanent.,Karla Ortiz,78,,,normal,,,pJGP,,,8e9e260571789e2f3ba79a30086ff7fc702b2003
Genesis,{4}{G},5,Green,G,Creature — Incarnation,Creature,Incarnation,Special,pJGP,Judge Gift Program,"At the beginning of your upkeep, if Genesis is in your graveyard, you may pay {2}{G}. If you do, return target creature card from your graveyard to your hand.",Mark Zug,79,4,4,normal,,,pJGP,,,8389346dae7fd12a31f6a96965dbce912ea76e9f
"Karador, Ghost Chieftain",{5}{B}{G}{W},8,White,W,Legendary Creature — Centaur Spirit,Creature,Centaur,Special,pJGP,Judge Gift Program,"Karador, Ghost Chieftain costs {1} less to cast for each creature card in your graveyard.
During each of your turns, you may cast one creature card from your graveyard.",Todd Lockwood,80,3,4,normal,,,pJGP,,,d618d1fd7ecee468b0b2f7a00754474b6d62f08e
Greater Good,{2}{G}{G},4,Green,G,Enchantment,Enchantment,,Special,pJGP,Judge Gift Program,"Sacrifice a creature: Draw cards equal to the sacrificed creature's power, then discard three cards.",Mathias Kollros,81,,,normal,,,pJGP,,,7e140e8c2db0359ec1236cbccb29d891b5707fe7
Riku of Two Reflections,{2}{U}{R}{G},5,Blue,U,Legendary Creature — Human Wizard,Creature,Human,Special,pJGP,Judge Gift Program,"Whenever you cast an instant or sorcery spell, you may pay {U}{R}. If you do, copy that spell. You may choose new targets for the copy.
Whenever another nontoken creature enters the battlefield under your control, you may pay {G}{U}. If you do, create a token that's a copy of that creature.",Izzy,82,2,2,normal,,,pJGP,,,900588c200dc9eeb31841bcc5d995de9d8103e7b
Force of Will,{3}{U}{U},5,Blue,U,Instant,Instant,,Special,pJGP,Judge Gift Program,"You may pay 1 life and exile a blue card from your hand rather than pay Force of Will's mana cost.
Counter target spell.",Matt Stewart,83,,,normal,,,ALL,,,8525c2fc92987438e2c60d9740a4287919a1b893
"Hanna, Ship's Navigator",{1}{W}{U},3,White,W,Legendary Creature — Human Artificer,Creature,Human,Special,pJGP,Judge Gift Program,"{1}{W}{U}, {T}: Return target artifact or enchantment card from your graveyard to your hand.",Terese Nielsen,84,1,2,normal,,,pJGP,,,f0da2087c36f1322582cbeef5a5e18144a390284
Sword of Feast and Famine,{3},3,,,Artifact — Equipment,Artifact,Equipment,Special,pJGP,Judge Gift Program,"Equipped creature gets +2/+2 and has protection from black and from green.
Whenever equipped creature deals combat damage to a player, that player discards a card and you untap all lands you control.
Equip {2}",Chris Rahn,85,,,normal,,,pJGP,,,d3bf233c7886d58b41951b6f2e19971de5a17271
"Nekusar, the Mindrazer",{2}{U}{B}{R},5,Blue,U,Legendary Creature — Zombie Wizard,Creature,Zombie,Special,pJGP,Judge Gift Program,"At the beginning of each player's draw step, that player draws an additional card.
Whenever an opponent draws a card, Nekusar, the Mindrazer deals 1 damage to that player.",Mark Winters,86,2,4,normal,,,pJGP,,,d9fca4840cd4763f7be7efdafb68caccb259508b
"Elesh Norn, Grand Cenobite",{5}{W}{W},7,White,W,Legendary Creature — Praetor,Creature,Praetor,Special,pJGP,Judge Gift Program,"Vigilance
Other creatures you control get +2/+2.
Creatures your opponents control get -2/-2.",Igor Kieryluk,87,4,7,normal,,,pJGP,,,f2eb06047a3a8e515bff62b55f29468fcde6332a
"Oloro, Ageless Ascetic",{3}{W}{U}{B},6,White,W,Legendary Creature — Giant Soldier,Creature,Giant,Special,pJGP,Judge Gift Program,"At the beginning of your upkeep, you gain 2 life.
Whenever you gain life, you may pay {1}. If you do, draw a card and each opponent loses 1 life.
At the beginning of your upkeep, if Oloro, Ageless Ascetic is in the command zone, you gain 2 life.",Eric Deschamps,88,4,5,normal,,,pJGP,,,615db8afa2a027cfc2c25b7a2d4bc61ffdac3c76
Plains,,0,,W,Basic Land — Plains,Land,Plains,Basic Land,pJGP,Judge Gift Program,,Terese Nielsen,89,,,normal,,,LEA,,,0a1dc8ca5b4263313913f9dc5d7fdf6242457bc4
Island,,0,,U,Basic Land — Island,Land,Island,Basic Land,pJGP,Judge Gift Program,,Terese Nielsen,90,,,normal,,,LEA,,,771ef09e71a80c15dc93b0c607d64cb5d3497a11
Swamp,,0,,B,Basic Land — Swamp,Land,Swamp,Basic Land,pJGP,Judge Gift Program,,Terese Nielsen,91,,,normal,,,LEA,,,d74cb6e27fa2666a00440f2ebef9c7ec4d24ff08
Mountain,,0,,R,Basic Land — Mountain,Land,Mountain,Basic Land,pJGP,Judge Gift Program,,Terese Nielsen,92,,,normal,,,LEA,,,cb3cd75994d75821fdd75a54d8b92ce0aee63404
Forest,,0,,G,Basic Land — Forest,Land,Forest,Basic Land,pJGP,Judge Gift Program,,Terese Nielsen,93,,,normal,,,LEA,,,df3af4dc0b3fbc43393013603f6c2db6212d03d6
Ravages of War,{3}{W},4,White,W,Sorcery,Sorcery,,Special,pJGP,Judge Gift Program,Destroy all lands.,Fang Yue,97,,,normal,,,pJGP,,,a696ef70bcf3bd9336a034b2bd9b24fe8829f9e4
Damnation,{2}{B}{B},4,Black,B,Sorcery,Sorcery,,Special,pJGP,Judge Gift Program,Destroy all creatures. They can't be regenerated.,Kev Walker,98,,,normal,,,pJGP,,,0587b776ddf21bb10ff0be967c35ae623927c3b4
Dualcaster Mage,{1}{R}{R},3,Red,R,Creature — Human Wizard,Creature,Human,Special,pJGP,Judge Gift Program,"Flash
When Dualcaster Mage enters the battlefield, copy target instant or sorcery spell. You may choose new targets for the copy.",Matt Stewart,99,2,2,normal,,,pJGP,,,b74b64f6f27ad785dd2b0677f6fc11b410d5e291
Feldon of the Third Path,{1}{R}{R},3,Red,R,Legendary Creature — Human Artificer,Creature,Human,Special,pJGP,Judge Gift Program,"{2}{R}, {T}: Create a token that's a copy of target creature card in your graveyard, except it's an artifact in addition to its other types. It gains haste. Sacrifice it at the beginning of the next end step.",Chase Stone,100,2,3,normal,,,pJGP,,,a1b1ad0234579a3222701e733ded9d59218b37dc
Wasteland,,0,,,Land,Land,,Special,pJGP,Judge Gift Program,"{T}: Add {C} to your mana pool.
{T}, Sacrifice Wasteland: Destroy target nonbasic land.",Steven Belledin,101,,,normal,,,TMP,,,dba59a76285af7fa85d8901e8a0c1fca71a0e64d
Mana Drain,{U}{U},2,Blue,U,Instant,Instant,,Special,pJGP,Judge Gift Program,"Counter target spell. At the beginning of your next main phase, add an amount of {C} to your mana pool equal to that spell's converted mana cost.",Mike Bierek,103,,,normal,,,LEG,,,de517ae15166bd2069a16729272512efef842964
Command Beacon,,0,,,Land,Land,,Special,pJGP,Judge Gift Program,"{T}: Add {C} to your mana pool.
{T}, Sacrifice Command Beacon: Put your commander into your hand from the command zone.",Jonas De Ro,105,,,normal,,,pJGP,,,2b5d03121aafcdb3282956d12b79db276f235b4e
Fruitcake Elemental,{1}{G}{G},3,Green,G,Creature — Elemental,Creature,Elemental,Special,pHHO,Happy Holidays,"Fruitcake Elemental is indestructible.
At the end of your turn, Fruitcake Elemental deals 7 damage to you.
{3}: Target player gains control of Fruitcake Elemental.",Darrell Riche,1,7,7,normal,,,pHHO,,,5565b7c2065f87516a8589532f1fc4598eed4563
Gifts Given,{3}{U},4,Blue,U,Instant,Instant,,Special,pHHO,Happy Holidays,Search target opponent's library for four cards with different names and reveal them. That player chooses two of those cards. Put the chosen cards into the player's graveyard and the rest into your hand. Then that player shuffles his or her library.,Jason Chan,2,,,normal,,,pHHO,,,689dd21260c8e01942e248e560ee3928ee56aa77
Evil Presents,{2}{B}{B},4,Black,B,Sorcery,Sorcery,,Special,pHHO,Happy Holidays,Put a creature card from your hand into play under target opponent's control. That creature attacks each turn if able... and always attacks its controller.,Paul Bonner,3,,,normal,,,pHHO,,,a12af5247aab6c39ca804a1a0a09d711ce3f3179
Season's Beatings,{R}{R}{R}{R},4,Red,R,Sorcery,Sorcery,,Special,pHHO,Happy Holidays,Family gathering - Each creature target player controls deals damage equal to its power to another random creature that player controls.,Kev Walker,4,,,normal,,,pHHO,,,1cbeea6c65a4488a949d21919352efeb6ccd5727
Snow Mercy,{2}{W}{W},4,White,W,Snow Enchantment,Enchantment,,Special,pHHO,Happy Holidays,"Whenever a creature deals damage to you, put a globe counter on it.
{T}, {Q}, {T}, {Q}, {T}: Tap all creatures with globe counters on them.",rk post,5,,,normal,,,pHHO,,,680a3a84fc0356368eeb7f2681209ead8a6be556
Yule Ooze,{2}{R}{G},4,Red,R,Creature — Ooze,Creature,Ooze,Special,pHHO,Happy Holidays,"At the beginning of your upkeep, destroy another nonland permanent chosen at random, then put a number of +1/+1 counters on Yule Ooze equal to that permanent's converted mana cost.
{R}{G}, Eat some food: Regenerate Yule Ooze.",Steve Prescott,6,1,1,normal,,,pHHO,,,31358453d8395943fad4bcd6a1c383843c8151dc
Naughty,{1}{B}{B},3,Black,W,Sorcery,Sorcery,,Special,pHHO,Happy Holidays,Search another target player's library for a card and put that card into your hand. Then shuffle that player's library.,Greg Staples,7a,,,split,,,pHHO,,,0872c5e7cb7916a0f7091798b3cd4add45c1af4d
Nice,{1}{W}{W},3,White,W,Sorcery,Sorcery,,Special,pHHO,Happy Holidays,Search your library for a card and put it into another target player's hand. Then shuffle your library.,Greg Staples,7b,,,split,,,pHHO,,,f5dc79227b267efe7bf475146c2c441b73ed1429
Stocking Tiger,{5},5,,,Artifact Creature — Cat Construct,Artifact,Cat,Special,pHHO,Happy Holidays,"Stocking Tiger enters the battlefield with a sealed Magic booster pack under it.
When Stocking Tiger deals combat damage to a player, unwrap the booster pack and put it in your hand.",Terese Nielsen,8,3,3,normal,,,pHHO,,,33b2e4f9ec6c51d97499d9b1e6c4a28102c1d9fc
Mishra's Toy Workshop,,0,,,Land,Land,,Special,pHHO,Happy Holidays,{T}: Add {3} to your mana pool. Spend this mana only on spells and abilities that put tokens onto the battlefield. Use toys to represent the tokens.,Jung Park,9,,,normal,,,pHHO,,,8798a2b89377e7c037eeee44d71bbbf7f9f13381
Goblin Sleigh Ride,{1}{R},2,Red,R,Sorcery,Sorcery,,Special,pHHO,Happy Holidays,"Target creature you control climbs onto Goblin Sleigh Ride. You slide them on their merry way. If the creature stayed on, it deals damage equal to its toughness to each other creature touched during the slide.",Mark Zug,10,,,normal,,,pHHO,,,4ca40467a768431891fe852c7e6a193bc5c972b5
Sprouting Thrinax,{B}{R}{G},3,Black,B,Creature — Lizard,Creature,Lizard,Special,pWPN,Wizards Play Network,"When Sprouting Thrinax dies, create three 1/1 green Saproling creature tokens.",Jaime Jones,21,3,3,normal,,,pWPN,,,8561ec1866762941fc90d39d2d82dc53e539d3eb
Woolly Thoctar,{R}{G}{W},3,White,W,Creature — Beast,Creature,Beast,Special,pWPN,Wizards Play Network,,Steve Argyle,22,5,4,normal,,,pWPN,,,5e2b418f4acc99eb83578225a2bb344a86f05a8a
Path to Exile,{W},1,White,W,Instant,Instant,,Special,pWPN,Wizards Play Network,"Exile target creature. Its controller may search his or her library for a basic land card, put that card onto the battlefield tapped, then shuffle his or her library.",Rebecca Guay,24,,,normal,,,pFNM,,,35304434ef66e1ff970950f6054bea016965d40e
